hri_value,max_temp_celsius,min_temp_celsius,feat_poverty_rate,feat_unemployment_rate,feat_median_hh_income,feat_total_population,overall_homeless,unsheltered_homeless
9,24.4,-7.7,0.127143061,0.061154306,71354.25,50970442,14027,2606
6,15.6,-13.8,0.127143061,0.061154306,71354.25,50970442,14027,2606
12,13.9,-11.6,0.127143061,0.061154306,71354.25,50970442,14027,2606
3,17.8,-6.6,0.127143061,0.061154306,71354.25,50970442,14027,2606
3,17.2,-1.6,0.127143061,0.061154306,71354.25,50970442,14027,2606
18,24.4,2.2,0.127143061,0.061154306,71354.25,50970442,14027,2606
7,21.7,-3.2,0.127143061,0.061154306,71354.25,50970442,14027,2606
13,22.2,3.9,0.123822999,0.064024887,75925.25,51047292,11198,1737
15,26.1,13.9,0.123822999,0.064024887,75925.25,51047292,11198,1737
51,28.9,8.3,0.123822999,0.064024887,75925.25,51047292,11198,1737
114,27.8,5.6,0.123822999,0.064024887,75925.25,51047292,11198,1737
430,35.6,18.3,0.123822999,0.064024887,75925.25,51047292,11198,1737
844,34.4,15,0.123822999,0.064024887,75925.25,51047292,11198,1737
251,33.3,11.1,0.123822999,0.064024887,75925.25,51047292,11198,1737
137,31.1,18.3,0.123822999,0.064024887,75925.25,51047292,11198,1737
304,33.3,16.7,0.123822999,0.064024887,75925.25,51047292,11198,1737
175,31.7,16.1,0.123822999,0.064024887,75925.25,51047292,11198,1737
292,33.3,17.8,0.123822999,0.064024887,75925.25,51047292,11198,1737
786,34.4,21.7,0.123822999,0.064024887,75925.25,51047292,11198,1737
156,31.7,16.7,0.123822999,0.064024887,75925.25,51047292,11198,1737
391,35.6,21.1,0.123822999,0.064024887,75925.25,51047292,11198,1737
165,32.8,17.2,0.123822999,0.064024887,75925.25,51047292,11198,1737
418,35,21.1,0.123822999,0.064024887,75925.25,51047292,11198,1737
129,32.2,18.9,0.123822999,0.064024887,75925.25,51047292,11198,1737
128,33.3,12.2,0.123822999,0.064024887,75925.25,51047292,11198,1737
101,33.3,16.7,0.123822999,0.064024887,75925.25,51047292,11198,1737
48,33.3,6.7,0.123822999,0.064024887,75925.25,51047292,11198,1737
45,31.1,12.2,0.123822999,0.064024887,75925.25,51047292,11198,1737
43,31.1,10,0.123822999,0.064024887,75925.25,51047292,11198,1737
9,28.9,5.6,0.123822999,0.064024887,75925.25,51047292,11198,1737
6,22.8,3.3,0.123822999,0.064024887,75925.25,51047292,11198,1737
6,26.1,5,0.123822999,0.064024887,75925.25,51047292,11198,1737
12,16.1,0,0.123822999,0.064024887,75925.25,51047292,11198,1737
3,22.8,-2.7,0.123822999,0.064024887,75925.25,51047292,11198,1737
3,25.6,-4.9,0.123822999,0.064024887,75925.25,51047292,11198,1737
9,18.9,-6.6,0.123822999,0.064024887,75925.25,51047292,11198,1737
11,23.9,-0.5,0.123822999,0.064024887,75925.25,51047292,11198,1737
6,21.7,-4.3,0.123822999,0.064024887,75925.25,51047292,11198,1737
6,23.9,-3.2,0.123822999,0.064024887,75925.25,51047292,11198,1737
3,22.8,-5.5,0.123822999,0.064024887,75925.25,51047292,11198,1737
0,16.1,-4.9,0.123822999,0.064024887,75925.25,51047292,11198,1737
4,12.2,-5.5,0.123822999,0.064024887,75925.25,51047292,11198,1737
8,12.2,-6.6,0.123822999,0.064024887,75925.25,51047292,11198,1737
11,11.7,-6.6,0.123822999,0.064024887,75925.25,51047292,11198,1737
0,11.1,-4.3,0.123822999,0.064024887,75925.25,51047292,11198,1737
15,13.9,-6.6,0.123822999,0.064024887,75925.25,51047292,11198,1737
16,26.7,3.3,0.123822999,0.064024887,75925.25,51047292,11198,1737
42,26.7,6.7,0.123822999,0.064024887,75925.25,51047292,11198,1737
3,23.9,2.8,0.123822999,0.064024887,75925.25,51047292,11198,1737
6,20,-3.2,0.123822999,0.064024887,75925.25,51047292,11198,1737
69,28.3,5,0.123822999,0.064024887,75925.25,51047292,11198,1737
12,0,-15.5,0.123822999,0.064024887,75925.25,51047292,11198,1737
0,6.7,-26,0.123822999,0.064024887,75925.25,51047292,11198,1737
7,21.7,-2.7,0.123822999,0.064024887,75925.25,51047292,11198,1737
18,21.1,-3.8,0.123822999,0.064024887,75925.25,51047292,11198,1737
7,21.1,0,0.123822999,0.064024887,75925.25,51047292,11198,1737
7,22.2,-1,0.123822999,0.064024887,75925.25,51047292,11198,1737
3,25.6,2.2,0.123822999,0.064024887,75925.25,51047292,11198,1737
27,22.2,-3.2,0.123822999,0.064024887,75925.25,51047292,11198,1737
921,35,22.8,0.122209383,0.062661603,82736.5,51083792,13054,2921
12,27.8,-0.5,0.122209383,0.062661603,82736.5,51083792,13054,2921
27,27.2,2.8,0.122209383,0.062661603,82736.5,51083792,13054,2921
12,23.9,8.3,0.122209383,0.062661603,82736.5,51083792,13054,2921
418,32.2,14.4,0.122209383,0.062661603,82736.5,51083792,13054,2921
115,30,10.6,0.122209383,0.062661603,82736.5,51083792,13054,2921
39,26.1,7.8,0.122209383,0.062661603,82736.5,51083792,13054,2921
71,31.1,11.1,0.122209383,0.062661603,82736.5,51083792,13054,2921
218,31.1,13.3,0.122209383,0.062661603,82736.5,51083792,13054,2921
3,19.4,-9.9,0.122209383,0.062661603,82736.5,51083792,13054,2921
0,8.9,-12.7,0.122209383,0.062661603,82736.5,51083792,13054,2921
3,14.4,-8.8,0.122209383,0.062661603,82736.5,51083792,13054,2921
0,13.9,-16,0.122209383,0.062661603,82736.5,51083792,13054,2921
3,16.1,-10.5,0.122209383,0.062661603,82736.5,51083792,13054,2921
3,17.8,-15.5,0.122209383,0.062661603,82736.5,51083792,13054,2921
0,15,-7.7,0.122209383,0.062661603,82736.5,51083792,13054,2921
7,18.9,-11.6,0.122209383,0.062661603,82736.5,51083792,13054,2921
7,22.2,-11,0.122209383,0.062661603,82736.5,51083792,13054,2921
9,25,-7.1,0.122209383,0.062661603,82736.5,51083792,13054,2921
0,12.8,-12.1,0.122209383,0.062661603,82736.5,51083792,13054,2921
3,24.4,0,0.122209383,0.062661603,82736.5,51083792,13054,2921
12,23.3,0.6,0.122209383,0.062661603,82736.5,51083792,13054,2921
6,24.4,-3.8,0.122209383,0.062661603,82736.5,51083792,13054,2921
9,24.4,-3.2,0.122209383,0.062661603,82736.5,51083792,13054,2921
21,26.7,-0.5,0.122209383,0.062661603,82736.5,51083792,13054,2921
233,35,13.9,0.122209383,0.062661603,82736.5,51083792,13054,2921
553,36.1,16.7,0.122209383,0.062661603,82736.5,51083792,13054,2921
612,37.2,20,0.122209383,0.062661603,82736.5,51083792,13054,2921
533,37.2,17.2,0.122209383,0.062661603,82736.5,51083792,13054,2921
648,39.4,18.9,0.122209383,0.062661603,82736.5,51083792,13054,2921
284,40,20,0.122209383,0.062661603,82736.5,51083792,13054,2921
583,38.3,20.6,0.122209383,0.062661603,82736.5,51083792,13054,2921
310,35.6,17.8,0.122209383,0.062661603,82736.5,51083792,13054,2921
125,35.6,16.7,0.122209383,0.062661603,82736.5,51083792,13054,2921
142,32.8,16.7,0.122209383,0.062661603,82736.5,51083792,13054,2921
170,31.7,14.4,0.122209383,0.062661603,82736.5,51083792,13054,2921
110,28.9,13.9,0.122209383,0.062661603,82736.5,51083792,13054,2921
68,30.6,9.4,0.122209383,0.062661603,82736.5,51083792,13054,2921
204,35,13.3,0.122209383,0.062661603,82736.5,51083792,13054,2921
31,27.2,5.6,0.122209383,0.062661603,82736.5,51083792,13054,2921
17,29.4,3.9,0.122209383,0.062661603,82736.5,51083792,13054,2921
6,26.7,2.2,0.122209383,0.062661603,82736.5,51083792,13054,2921
8,28.9,-6,0.122209383,0.062661603,82736.5,51083792,13054,2921
14,28.9,2.2,0.122209383,0.062661603,82736.5,51083792,13054,2921
8,26.1,5,0.122209383,0.062661603,82736.5,51083792,13054,2921
5,27.2,-5.5,0.122209383,0.062661603,82736.5,51083792,13054,2921
3,9.4,-8.8,0.122209383,0.062661603,82736.5,51083792,13054,2921
8,15,-9.3,0.122209383,0.062661603,82736.5,51083792,13054,2921
2,21.1,-5.5,0.122209383,0.062661603,82736.5,51083792,13054,2921
5,16.1,-2.1,0.122209383,0.062661603,82736.5,51083792,13054,2921
8,13.3,-4.9,0.122209383,0.062661603,82736.5,51083792,13054,2921
6,6.7,-22.1,0.122209383,0.062661603,82736.5,51083792,13054,2921
11,21.1,-14.9,0.122209383,0.062661603,82736.5,51083792,13054,2921
9,40,-22.1,0.120613729,0.062331384,86771,51097595,14459,3536
0,18.3,-7.7,0.120613729,0.062331384,86771,51097595,14459,3536
9,20.6,-4.3,0.120613729,0.062331384,86771,51097595,14459,3536
9,13.9,-7.1,0.120613729,0.062331384,86771,51097595,14459,3536
12,10,-11,0.120613729,0.062331384,86771,51097595,14459,3536
0,19.4,-7.7,0.120613729,0.062331384,86771,51097595,14459,3536
9,17.2,-6.6,0.120613729,0.062331384,86771,51097595,14459,3536
9,19.4,-5.5,0.120613729,0.062331384,86771,51097595,14459,3536
6,23.9,-1,0.120613729,0.062331384,86771,51097595,14459,3536
0,22.2,2.8,0.120613729,0.062331384,86771,51097595,14459,3536
3,16.7,-7.7,0.120613729,0.062331384,86771,51097595,14459,3536
12,23.9,-8.2,0.120613729,0.062331384,86771,51097595,14459,3536
3,26.7,-1,0.120613729,0.062331384,86771,51097595,14459,3536
40,30,0,0.120613729,0.062331384,86771,51097595,14459,3536
54,27.2,6.1,0.120613729,0.062331384,86771,51097595,14459,3536
21,27.2,1.7,0.120613729,0.062331384,86771,51097595,14459,3536
582,36.1,20.6,0.120613729,0.062331384,86771,51097595,14459,3536
314,35,16.1,0.120613729,0.062331384,86771,51097595,14459,3536
915,37.8,18.3,0.120613729,0.062331384,86771,51097595,14459,3536
363,32.8,15,0.120613729,0.062331384,86771,51097595,14459,3536
570,37.2,15.6,0.120613729,0.062331384,86771,51097595,14459,3536
248,33.9,18.9,0.120613729,0.062331384,86771,51097595,14459,3536
493,36.1,16.7,0.120613729,0.062331384,86771,51097595,14459,3536
6,20.6,-1.6,0.120613729,0.062331384,86771,51097595,14459,3536
70,31.1,3.3,0.120613729,0.062331384,86771,51097595,14459,3536
166,30,15.6,0.120613729,0.062331384,86771,51097595,14459,3536
32,29.4,9.4,0.120613729,0.062331384,86771,51097595,14459,3536
78,28.3,8.9,0.120613729,0.062331384,86771,51097595,14459,3536
163,30.6,11.1,0.120613729,0.062331384,86771,51097595,14459,3536
200,31.7,14.4,0.120613729,0.062331384,86771,51097595,14459,3536
170,30.6,13.3,0.120613729,0.062331384,86771,51097595,14459,3536
315,34.4,17.8,0.120613729,0.062331384,86771,51097595,14459,3536
341,34.4,13.3,0.120613729,0.062331384,86771,51097595,14459,3536
1633,37.8,22.2,0.120613729,0.062331384,86771,51097595,14459,3536
189,31.7,15,0.120613729,0.062331384,86771,51097595,14459,3536
138,34.4,11.7,0.120613729,0.062331384,86771,51097595,14459,3536
23,28.9,11.1,0.120613729,0.062331384,86771,51097595,14459,3536
48,30.6,10.6,0.120613729,0.062331384,86771,51097595,14459,3536
3,16.7,-6.6,0.120613729,0.062331384,86771,51097595,14459,3536
11,15,-4.9,0.120613729,0.062331384,86771,51097595,14459,3536
6,17.8,-3.2,0.120613729,0.062331384,86771,51097595,14459,3536
6,17.2,-5.5,0.120613729,0.062331384,86771,51097595,14459,3536
8,19.4,-5.5,0.120613729,0.062331384,86771,51097595,14459,3536
3,15.6,-3.2,0.120613729,0.062331384,86771,51097595,14459,3536
87,31.1,15,0.120613729,0.062331384,86771,51097595,14459,3536
32,31.7,2.8,0.120613729,0.062331384,86771,51097595,14459,3536
6,26.7,4.4,0.120613729,0.062331384,86771,51097595,14459,3536
23,27.8,3.3,0.120613729,0.062331384,86771,51097595,14459,3536
9,27.2,4.4,0.120613729,0.062331384,86771,51097595,14459,3536
12,21.1,-7.7,0.120613729,0.062331384,86771,51097595,14459,3536
14,28.3,0,0.120613729,0.062331384,86771,51097595,14459,3536
0,21.7,0,0.120613729,0.062331384,86771,51097595,14459,3536
3,8.9,-6,0.120455594,0.063729376,89433.75,51296062,15456,4053
6,12.8,-17.7,0.120455594,0.063729376,89433.75,51296062,15456,4053
102,35.6,16.7,0.120455594,0.063729376,89433.75,51296062,15456,4053
24,29.4,11.7,0.120455594,0.063729376,89433.75,51296062,15456,4053
68,32.2,6.1,0.120455594,0.063729376,89433.75,51296062,15456,4053
5,16.7,-8.8,0.120455594,0.063729376,89433.75,51296062,15456,4053
11,15.6,-4.9,0.120455594,0.063729376,89433.75,51296062,15456,4053
3,17.2,-8.2,0.120455594,0.063729376,89433.75,51296062,15456,4053
5,12.8,-2.7,0.120455594,0.063729376,89433.75,51296062,15456,4053
32,32.8,6.7,0.120455594,0.063729376,89433.75,51296062,15456,4053
8,26.7,-1.6,0.120455594,0.063729376,89433.75,51296062,15456,4053
11,30.6,7.8,0.120455594,0.063729376,89433.75,51296062,15456,4053
8,30,5,0.120455594,0.063729376,89433.75,51296062,15456,4053
6,21.1,3.9,0.120455594,0.063729376,89433.75,51296062,15456,4053
8,19.4,0.6,0.120455594,0.063729376,89433.75,51296062,15456,4053
0,22.8,-2.7,0.120455594,0.063729376,89433.75,51296062,15456,4053
15,22.2,-6,0.120455594,0.063729376,89433.75,51296062,15456,4053
52,31.1,7.8,0.120455594,0.063729376,89433.75,51296062,15456,4053
577,35.6,21.1,0.120455594,0.063729376,89433.75,51296062,15456,4053
68,32.8,10,0.120455594,0.063729376,89433.75,51296062,15456,4053
3,5,-20.5,0.120455594,0.063729376,89433.75,51296062,15456,4053
11,9.4,-10.5,0.120455594,0.063729376,89433.75,51296062,15456,4053
5,20.6,-4.3,0.120455594,0.063729376,89433.75,51296062,15456,4053
8,21.1,-3.8,0.120455594,0.063729376,89433.75,51296062,15456,4053
8,18.3,-7.7,0.120455594,0.063729376,89433.75,51296062,15456,4053
5,22.2,-7.1,0.120455594,0.063729376,89433.75,51296062,15456,4053
11,27.8,-6,0.120455594,0.063729376,89433.75,51296062,15456,4053
3,27.2,1.7,0.120455594,0.063729376,89433.75,51296062,15456,4053
19,26.7,-3.2,0.120455594,0.063729376,89433.75,51296062,15456,4053
14,20.6,-4.3,0.120455594,0.063729376,89433.75,51296062,15456,4053
0,24.4,-3.2,0.120455594,0.063729376,89433.75,51296062,15456,4053
11,25,0.6,0.120455594,0.063729376,89433.75,51296062,15456,4053
36,27.8,5,0.120455594,0.063729376,89433.75,51296062,15456,4053
44,28.3,6.7,0.120455594,0.063729376,89433.75,51296062,15456,4053
17,25,0.6,0.120455594,0.063729376,89433.75,51296062,15456,4053
28,28.3,11.1,0.120455594,0.063729376,89433.75,51296062,15456,4053
39,29.4,10,0.120455594,0.063729376,89433.75,51296062,15456,4053
82,28.9,11.7,0.120455594,0.063729376,89433.75,51296062,15456,4053
101,30.6,13.9,0.120455594,0.063729376,89433.75,51296062,15456,4053
101,30,15,0.120455594,0.063729376,89433.75,51296062,15456,4053
188,31.7,12.8,0.120455594,0.063729376,89433.75,51296062,15456,4053
337,31.7,13.3,0.120455594,0.063729376,89433.75,51296062,15456,4053
508,32.2,20.6,0.120455594,0.063729376,89433.75,51296062,15456,4053
941,35.6,17.2,0.120455594,0.063729376,89433.75,51296062,15456,4053
239,35,16.1,0.120455594,0.063729376,89433.75,51296062,15456,4053
372,31.7,17.2,0.120455594,0.063729376,89433.75,51296062,15456,4053
399,33.9,15.6,0.120455594,0.063729376,89433.75,51296062,15456,4053
317,31.7,18.3,0.120455594,0.063729376,89433.75,51296062,15456,4053
679,35,19.4,0.120455594,0.063729376,89433.75,51296062,15456,4053
258,36.1,13.3,0.120455594,0.063729376,89433.75,51296062,15456,4053
253,34.4,18.9,0.120455594,0.063729376,89433.75,51296062,15456,4053
206,32.8,15,0.120455594,0.063729376,89433.75,51296062,15456,4053
8,8.9,-9.6,0.143754067,0.066437857,65780.75,50440323,154765,102050
8,3.7,-17.5,0.143754067,0.066437857,65780.75,50440323,154765,102050
6,9.7,-10.8,0.143754067,0.066437857,65780.75,50440323,154765,102050
11,9.8,-11.9,0.143754067,0.066437857,65780.75,50440323,154765,102050
7,4.7,-15.3,0.143754067,0.066437857,65780.75,50440323,154765,102050
5,7.5,-10.8,0.143754067,0.066437857,65780.75,50440323,154765,102050
78,23.8,2.1,0.143754067,0.066437857,65780.75,50440323,154765,102050
32,17.7,-3.6,0.143754067,0.066437857,65780.75,50440323,154765,102050
15,12.1,-5.4,0.143754067,0.066437857,65780.75,50440323,154765,102050
11,13,-9.2,0.143754067,0.066437857,65780.75,50440323,154765,102050
24,16,-0.7,0.143754067,0.066437857,65780.75,50440323,154765,102050
15,13.8,-8,0.143754067,0.066437857,65780.75,50440323,154765,102050
6,11.2,-12.5,0.143754067,0.066437857,65780.75,50440323,154765,102050
7,9.9,-13.5,0.143754067,0.066437857,65780.75,50440323,154765,102050
7,10.1,-13.2,0.143754067,0.066437857,65780.75,50440323,154765,102050
5,8.6,-19.7,0.143754067,0.066437857,65780.75,50440323,154765,102050
2,3.4,-16.2,0.143754067,0.066437857,65780.75,50440323,154765,102050
9,11,-15.6,0.143754067,0.066437857,65780.75,50440323,154765,102050
9,10.5,-13.4,0.143754067,0.066437857,65780.75,50440323,154765,102050
6,6.6,-14,0.143754067,0.066437857,65780.75,50440323,154765,102050
22,13.1,-12.3,0.143754067,0.066437857,65780.75,50440323,154765,102050
28,14.1,-10.7,0.143754067,0.066437857,65780.75,50440323,154765,102050
41,15.1,-9.7,0.143754067,0.066437857,65780.75,50440323,154765,102050
25,14.5,-9.3,0.143754067,0.066437857,65780.75,50440323,154765,102050
80,19.1,-1.9,0.143754067,0.066437857,65780.75,50440323,154765,102050
43,17.5,-5.4,0.143754067,0.066437857,65780.75,50440323,154765,102050
120,22.9,-6.3,0.143754067,0.066437857,65780.75,50440323,154765,102050
42,15.4,-2.7,0.143754067,0.066437857,65780.75,50440323,154765,102050
39,18.6,-0.1,0.143754067,0.066437857,65780.75,50440323,154765,102050
148,20.2,-1.5,0.143754067,0.066437857,65780.75,50440323,154765,102050
206,24.6,0.3,0.143754067,0.066437857,65780.75,50440323,154765,102050
257,25,-2.9,0.143754067,0.066437857,65780.75,50440323,154765,102050
272,24.6,-0.5,0.143754067,0.066437857,65780.75,50440323,154765,102050
261,29.2,4,0.143754067,0.066437857,65780.75,50440323,154765,102050
343,28.3,7.4,0.143754067,0.066437857,65780.75,50440323,154765,102050
307,28.8,11.5,0.143754067,0.066437857,65780.75,50440323,154765,102050
368,30.2,9.5,0.143754067,0.066437857,65780.75,50440323,154765,102050
655,29.2,9.7,0.143754067,0.066437857,65780.75,50440323,154765,102050
441,29.2,9.2,0.143754067,0.066437857,65780.75,50440323,154765,102050
348,30.2,6.6,0.143754067,0.066437857,65780.75,50440323,154765,102050
215,27,8.6,0.143754067,0.066437857,65780.75,50440323,154765,102050
187,26.8,8.8,0.143754067,0.066437857,65780.75,50440323,154765,102050
108,24,3,0.143754067,0.066437857,65780.75,50440323,154765,102050
127,25.8,7.6,0.143754067,0.066437857,65780.75,50440323,154765,102050
108,24.9,4,0.143754067,0.066437857,65780.75,50440323,154765,102050
89,21.5,1.3,0.143754067,0.066437857,65780.75,50440323,154765,102050
4,11.5,-4.6,0.143754067,0.066437857,65780.75,50440323,154765,102050
6,9.6,-6.6,0.143754067,0.066437857,65780.75,50440323,154765,102050
3,10.8,-13.8,0.143754067,0.066437857,65780.75,50440323,154765,102050
5,5.6,-12.6,0.143754067,0.066437857,65780.75,50440323,154765,102050
7,12.2,-4.3,0.143754067,0.066437857,65780.75,50440323,154765,102050
7,11.1,-11.5,0.143754067,0.066437857,65780.75,50440323,154765,102050
5,9.7,-20.1,0.13487497,0.059930489,68955,50728272,175741,121175
10,4.5,-7.7,0.13487497,0.059930489,68955,50728272,175741,121175
9,7.2,-9.5,0.13487497,0.059930489,68955,50728272,175741,121175
6,6,-15,0.13487497,0.059930489,68955,50728272,175741,121175
9,9.7,-6.3,0.13487497,0.059930489,68955,50728272,175741,121175
9,1.3,-19.9,0.13487497,0.059930489,68955,50728272,175741,121175
7,4.7,-9,0.13487497,0.059930489,68955,50728272,175741,121175
12,5.5,-12.1,0.13487497,0.059930489,68955,50728272,175741,121175
7,7.5,-15.2,0.13487497,0.059930489,68955,50728272,175741,121175
3,5.9,-13.4,0.13487497,0.059930489,68955,50728272,175741,121175
27,16.1,-10.3,0.13487497,0.059930489,68955,50728272,175741,121175
21,16.7,-5.2,0.13487497,0.059930489,68955,50728272,175741,121175
20,14.8,-8.4,0.13487497,0.059930489,68955,50728272,175741,121175
9,10.6,-16.6,0.13487497,0.059930489,68955,50728272,175741,121175
20,13.8,1.3,0.13487497,0.059930489,68955,50728272,175741,121175
12,12.4,-0.8,0.13487497,0.059930489,68955,50728272,175741,121175
8,14.8,-7.4,0.13487497,0.059930489,68955,50728272,175741,121175
2,7.1,-13.7,0.13487497,0.059930489,68955,50728272,175741,121175
187,24.5,-4.2,0.13487497,0.059930489,68955,50728272,175741,121175
191,24.3,2.1,0.13487497,0.059930489,68955,50728272,175741,121175
276,23.1,-4.1,0.13487497,0.059930489,68955,50728272,175741,121175
284,25.7,-3.2,0.13487497,0.059930489,68955,50728272,175741,121175
360,25.1,10.7,0.13487497,0.059930489,68955,50728272,175741,121175
456,27.5,8.6,0.13487497,0.059930489,68955,50728272,175741,121175
449,26,11.8,0.13487497,0.059930489,68955,50728272,175741,121175
317,26.6,6,0.13487497,0.059930489,68955,50728272,175741,121175
